"spec","item","variable","response","refits","n_min","n_max","mean_shap","minimum","maximum","positive_refits","negative_refits"
"diagnostic","Q77R7","Q77R7","(4) No, I did not do this, but I might do this in the future",3,46,59,-0.000100932812203801,-0.00019165676800269,-2.58393045449395e-05,0,3
"diagnostic","Q77R7","Q77R7","(5) No, I did not do this, but I will definitely do this in the future",3,37,40,-1.11768270499248e-05,-4.12475265301333e-05,5.75746014478647e-06,2,1
"diagnostic","Q77R8","Q77R8","(1) Yes, I am certain I did that last year",3,158,182,1.5908835994149e-05,-2.37897007159661e-05,8.39401853451938e-05,1,2
"diagnostic","Q77R8","Q77R8","(2) I think I did that, I can",3,63,69,-5.81273567822284e-06,-7.54316951066984e-06,-3.30505343078779e-06,0,3
"diagnostic","Q77R8","Q77R8","(3) No, I did not do this, and I am unlikely to do this",3,126,142,6.77825536893519e-05,-1.34565660537713e-05,0.000118609219367016,2,1
"diagnostic","Q77R8","Q77R8","(4) No, I did not do this, but I might do this in the future",3,100,113,-2.68327010399387e-05,-0.000113584862040598,9.08225165134419e-05,1,2
"diagnostic","Q77R8","Q77R8","(5) No, I did not do this, but I will definitely do this in the future",3,41,46,-6.24967482072312e-05,-0.00016419830597666,-6.22321554379308e-06,0,3
"diagnostic","Q77R9","Q77R9","(1) Yes, I am certain I did that last year",3,154,159,9.29684205371481e-06,0,2.06532103192436e-05,2,0
"diagnostic","Q77R9","Q77R9","(2) I think I did that, I can",3,37,58,5.68067101810344e-05,0,0.000151847929128884,2,0
"diagnostic","Q77R9","Q77R9","(3) No, I did not do this, and I am unlikely to do this",3,178,215,-2.77082673205083e-06,-1.78023899258982e-05,9.48990972974569e-06,1,1
"diagnostic","Q77R9","Q77R9","(4) No, I did not do this, but I might do this in the future",3,76,90,-3.90023356475259e-05,-6.78153856269707e-05,0,0,2
"diagnostic","Q77R9","Q77R9","(5) No, I did not do this, but I will definitely do this in the future",3,35,50,1.41720704671337e-05,0,4.12233751508188e-05,2,0
"diagnostic","Q78","Q78","(1) Yes, I am certain I did that last year",3,35,40,2.71158550413635e-05,-4.70013646999871e-05,7.13664927010193e-05,2,1
"diagnostic","Q78","Q78","(2) I think I did that, I can",3,11,26,-0.000208361905251778,-0.00030499972406166,-4.84214342061522e-05,0,3
"diagnostic","Q78","Q78","(3) No, I did not do this, and I am unlikely to do this",3,249,271,5.01848171640066e-05,4.11882664419682e-05,6.50777954284421e-05,3,0
"diagnostic","Q78","Q78","(4) No, I did not do this, but I might do this in the future",3,129,148,-7.17258914719964e-05,-0.000101511023274155,-4.13073969638039e-05,0,3
"diagnostic","Q78","Q78","(5) No, I did not do this, but I will definitely do this in the future",3,70,73,0.000100220305475513,5.41140627733686e-05,0.000180734956100149,3,0
"diagnostic","Q782","Q782","(03) Arizona",2,10,11,-0.000109461726034574,-0.000257024593933273,3.81011418641248e-05,1,1
"diagnostic","Q782","Q782","(05) California",3,67,87,-2.75029277442598e-06,-3.32879150821786e-05,3.61563108763555e-05,1,2
"diagnostic","Q782","Q782","(10) Florida",2,14,17,0.00045227719592699,-1.0218752163977e-06,0.000905576267070378,1,1
"diagnostic","Q782","Q782","(14) Illinois",2,13,13,0.000115922095129854,6.07584814753359e-05,0.000171085708784373,2,0
"diagnostic","Q782","Q782","(23) Michigan",1,14,14,-0.00157433006556028,-0.00157433006556028,-0.00157433006556028,0,1
"diagnostic","Q782","Q782","(31) New Jersey",1,12,12,-6.8654707550661e-05,-6.8654707550661e-05,-6.8654707550661e-05,0,1
"diagnostic","Q782","Q782","(33) New York",3,44,49,4.10952086683654e-05,-2.10298228928533e-06,0.000126828155192102,1,2
"diagnostic","Q782","Q782","(44) Texas",3,48,56,0.000157595826054689,-2.34735961485978e-05,0.000467616406110352,2,1
"diagnostic","Q782","Q782","Not observed / routed",3,214,224,7.20817194487852e-05,3.14860382843663e-06,0.000117099078038644,3,0
"diagnostic","Q785","Q785","(1) Yes",3,27,35,0.000550952971029336,0,0.00112126558241882,2,0
"diagnostic","Q785","Q785","(2) No",3,83,96,-4.04369069229981e-05,-7.12633475878841e-05,0,0,2
"diagnostic","Q785","Q785","Not observed / routed",3,398,410,-3.71646604379912e-05,-7.03231034124406e-05,0,0,2
"diagnostic","Q788","Q788","(05) California",3,13,17,-0.000253458092642392,-0.000685530924504629,-1.11915286660994e-05,0,3
"diagnostic","Q788","Q788","(10) Florida",3,25,34,-1.11552108439805e-05,-2.71979671060037e-05,8.88725756960154e-07,1,2
"diagnostic","Q788","Q788","(33) New York",3,28,37,0.000605653560549635,8.09778501801291e-05,0.000906949587868647,3,0
"diagnostic","Q788","Q788","Not observed / routed",3,398,410,-1.98969733936069e-05,-3.66897774322227e-05,-9.50484863363876e-06,0,3
"diagnostic","Q790","Q790","(03) Arizona",3,15,18,5.59441818902917e-05,-5.93655509089356e-05,0.000249966489948141,1,2
"diagnostic","Q790","Q790","(05) California",3,74,98,1.18688540081456e-05,-2.27520730521414e-05,6.14668764182007e-05,1,2
"diagnostic","Q790","Q790","(10) Florida",3,49,56,0.000261063318519838,7.02369523689218e-05,0.000449956617144259,3,0
"diagnostic","Q790","Q790","(14) Illinois",3,13,14,-9.58135359847297e-06,-0.000360424003581457,0.000389147615566367,1,2
"diagnostic","Q790","Q790","(23) Michigan",1,11,11,-9.05419243484148e-05,-9.05419243484148e-05,-9.05419243484148e-05,0,1
"diagnostic","Q790","Q790","(31) New Jersey",3,10,17,-0.00016584180746011,-0.000461043143710974,-1.47530367923692e-05,0,3
"diagnostic","Q790","Q790","(33) New York",3,43,55,0.000191346744504462,5.11454322968679e-05,0.000277923409075453,3,0
"diagnostic","Q790","Q790","(39) Pennsylvania",1,10,10,-2.09279453520076e-05,-2.09279453520076e-05,-2.09279453520076e-05,0,1
"diagnostic","Q790","Q790","(44) Texas",3,58,68,1.41117606797996e-05,-2.44799424369111e-05,5.6337987033316e-05,2,1
"diagnostic","Q790","Q790","Not observed / routed",3,115,124,-8.57938524638194e-05,-0.000136534883972823,-1.36898620850823e-05,0,3
"diagnostic","Q793","Q793R1","(1) 1st",3,54,64,0.000234248152686203,0.000106281098129752,0.000326605209474962,3,0
"diagnostic","Q793","Q793R1","(2) 2nd",3,18,33,4.90853645652496e-05,-3.50614380800605e-05,0.000134567511574395,2,1
"diagnostic","Q793","Q793R1","(3) 3rd",3,15,26,1.48983313905159e-05,-2.99621210410578e-05,8.21214270870932e-05,1,2
"diagnostic","Q793","Q793R1","(4) 4th",2,10,10,9.69284999160301e-05,-3.66368991192369e-05,0.000230493898951297,1,1
"diagnostic","Q793","Q793R1","Not observed / routed",3,398,411,-1.87492440562965e-05,-2.40300648531125e-05,-9.02767421347418e-06,0,3
"diagnostic","Q793","Q793R2","(1) 1st",3,20,30,0.000169717246197222,3.32533056727728e-05,0.000298825708080024,3,0
"diagnostic","Q793","Q793R2","(2) 2nd",3,23,28,0.00017515199534777,5.56957028070031e-05,0.000236773022576757,3,0
"diagnostic","Q793","Q793R2","(3) 3rd",3,27,32,0.000270806579046502,0.000155549679418105,0.000405499413237797,3,0
"diagnostic","Q793","Q793R2","(4) 4th",3,25,29,1.2571019022124e-05,-0.000176078829929913,0.000147367409622709,2,1
"diagnostic","Q793","Q793R2","(5) 5th",2,11,13,0.000112457087590538,1.51792371168879e-05,0.000209734938064188,2,0
"diagnostic","Q793","Q793R2","Not observed / routed",3,400,411,-1.87109134423422e-05,-2.39532028998221e-05,-8.50750530457432e-06,0,3
"diagnostic","Q793","Q793R3","(1) 1st",2,10,15,-9.46310509764334e-05,-0.000150932386262394,-3.83297156904727e-05,0,2
"diagnostic","Q793","Q793R3","(2) 2nd",3,50,53,5.03508250608739e-05,-0.000100974076201487,0.000229976681765891,2,1
"diagnostic","Q793","Q793R3","(3) 3rd",3,31,51,0.000134656059426404,4.11047993261117e-05,0.000215167543819291,3,0
"diagnostic","Q793","Q793R3","Not observed / routed",3,399,411,-1.87190246009403e-05,-2.4024752304376e-05,-8.14896748240374e-06,0,3
"diagnostic","Q793","Q793R4","(1) 1st",3,22,23,2.99695415019981e-05,-0.000160269555806278,0.00019855882107346,2,1
"diagnostic","Q793","Q793R4","(2) 2nd",2,10,14,0.000524915846518169,0.000220049758370272,0.000829781934666066,2,0
"diagnostic","Q793","Q793R4","(3) 3rd",3,12,14,0.000228355042778533,7.20220614262497e-05,0.000365162237235235,3,0
"diagnostic","Q793","Q793R4","(4) 4th",3,24,34,0.000198885693216519,0.000116940142992401,0.000344023023913132,3,0
"diagnostic","Q793","Q793R4","(5) 5th",3,33,40,9.27549853619298e-05,-9.01931940797539e-05,0.000382018302063504,1,2
"diagnostic","Q793","Q793R4","Not observed / routed",3,404,420,-1.60210163862729e-05,-2.3758805058244e-05,-7.07336319904072e-06,0,3
"diagnostic","Q793","Q793R5","(3) 3rd",3,10,15,5.70036330387431e-05,-0.000122628766281892,0.000307259284738638,1,2
"diagnostic","Q793","Q793R5","(4) 4th",3,34,40,0.000227393895937729,8.32695119554562e-05,0.000398151019283858,3,0
"diagnostic","Q793","Q793R5","(5) 5th",3,53,58,2.70129264626232e-05,-7.04074200162299e-09,4.18648153685216e-05,2,1
"diagnostic","Q793","Q793R5","Not observed / routed",3,403,418,-1.4580069557408e-05,-2.05623783628333e-05,-4.91365057068995e-06,0,3
"diagnostic","Q794","Q794R1","(0) NO TO: No, I do not send money or remittances",3,105,126,0.000105176013239751,7.79976666597768e-05,0.000136764539512176,3,0
"diagnostic","Q794","Q794R1","(1) No, I do not send money or remittances",3,395,416,-5.7766671157419e-05,-7.60190210272857e-05,-2.53276632958864e-05,0,3
"diagnostic","Q794","Q794R2","(0) NO TO: Yes, to my parents",3,479,480,-4.91476786193283e-05,-7.70808728350697e-05,-1.41646656668141e-05,0,3
"diagnostic","Q794","Q794R2","(1) Yes, to my parents",3,41,42,0.000259182429809998,0.000147447428493758,0.000452481825973056,3,0
"diagnostic","Q794","Q794R3","(0) NO TO: Yes, to my children",3,500,507,-3.70084430613083e-05,-5.28697296323399e-05,-6.26386368739025e-06,0,3
"diagnostic","Q794","Q794R3","(1) Yes, to my children",3,14,21,0.000638486330261874,0.000171339130905865,0.00133349397208686,3,0
"diagnostic","Q794","Q794R4","(0) NO TO: Yes, to my grandparents",3,507,513,-1.84660113216368e-05,-3.51315257740017e-05,-6.71045268994185e-07,0,3
"diagnostic","Q794","Q794R4","(1) Yes, to my grandparents",2,11,14,-3.24811641925386e-05,-0.000156156541329544,9.11942129444671e-05,1,1
"diagnostic","Q794","Q794R5","(0) NO TO: Yes to other family members",3,459,471,-1.60986815980696e-05,-5.03921646285989e-05,4.42727647756824e-06,1,2
"diagnostic","Q794","Q794R5","(1) Yes to other family members",3,50,62,-3.72023782009298e-05,-0.00015935140596684,6.88366070240257e-05,1,2
"diagnostic","Q794","Q794R6","(0) NO TO: Yes, to my friends",3,504,510,-2.13831427702722e-05,-4.3967238469532e-05,-3.70848017815394e-07,0,3
"diagnostic","Q794","Q794R6","(1) Yes, to my friends",3,11,17,5.99698237777787e-05,-0.00011221173047957,0.000230355691758,2,1
"diagnostic","Q795","Q795","(1) I sent more in 2020 than in 2019",3,31,36,3.55055022588097e-06,-3.78991205532399e-05,2.63302529616022e-05,2,1
"diagnostic","Q795","Q795","(2) I sent roughly the same amount as in 2019",3,112,133,4.39916321395811e-05,2.44846451909324e-05,5.96468877632991e-05,3,0
"diagnostic","Q795","Q795","(3) I sent less in 2020 than in 2019",3,32,42,-0.000205853493603335,-0.000565063706294067,-1.16481794628218e-05,0,3
"diagnostic","Q795","Q795","(4) I no longer send remittances",3,299,327,-6.01268825388648e-06,-2.71557690568062e-05,2.64312276069244e-05,1,2
"diagnostic","Q795","Q795","Not observed / routed",3,14,16,-1.56884778821696e-06,-2.47868977387377e-05,3.14833278790374e-05,1,2
"diagnostic","Q796","Q796R1","(0) NO TO: Loss of job/income",3,79,85,0.000215279668373148,0.000144830883432471,0.000303701265858329,3,0
"diagnostic","Q796","Q796R1","(1) Loss of job/income",3,32,39,0.000516386822994746,0.000290383084505286,0.000706559319369953,3,0
"diagnostic","Q796","Q796R1","Not observed / routed",3,398,410,-6.7911409829974e-05,-8.10822099448148e-05,-5.19845550670532e-05,0,3
"diagnostic","Q796","Q796R2","(0) NO TO: Trouble paying basic monthly bills",3,80,91,0.000206444323223863,0.000151076394298879,0.000244218568446819,3,0
"diagnostic","Q796","Q796R2","(1) Trouble paying basic monthly bills",3,29,32,0.00054338046896178,0.000490368600339419,0.000637307861307841,3,0
"diagnostic","Q796","Q796R2","Not observed / routed",3,398,410,-6.7911409829974e-05,-8.10822099448148e-05,-5.19845550670532e-05,0,3
"diagnostic","Q796","Q796R3","(0) NO TO: Lost their house or place they live",3,107,122,0.000299324885354861,0.000250559792657634,0.00035039303624306,3,0
"diagnostic","Q796","Q796R3","Not observed / routed",3,398,410,-6.7911409829974e-05,-8.10822099448148e-05,-5.19845550670532e-05,0,3
"diagnostic","Q796","Q796R4","(0) NO TO: Health problems, sick with covid",3,75,88,0.000351059861192325,0.000320165765663471,0.000399451856904498,3,0
"diagnostic","Q796","Q796R4","(1) Health problems, sick with covid",3,35,43,0.000188923968222438,0.000119735540771514,0.000242457198551117,3,0
"diagnostic","Q796","Q796R4","Not observed / routed",3,398,410,-6.7911409829974e-05,-8.10822099448148e-05,-5.19845550670532e-05,0,3
"diagnostic","Q796","Q796R5","(0) NO TO: I know someone back home who has died",3,77,83,0.000404833762180111,0.000346278083092174,0.000466625093914727,3,0
"diagnostic","Q796","Q796R5","(1) I know someone back home who has died",3,33,43,7.92002728190198e-05,-0.000101708351302871,0.000220851571627016,2,1
"diagnostic","Q796","Q796R5","Not observed / routed",3,398,410,-6.7911409829974e-05,-8.10822099448148e-05,-5.19845550670532e-05,0,3
"diagnostic","Q797","Q797R1","(0) NO TO: White",3,353,376,-1.56833144961771e-05,-6.85169330413078e-05,1.62462693034901e-05,2,1
"diagnostic","Q797","Q797R1","(1) White",3,145,168,-3.4111889427176e-06,-9.24482803366524e-05,6.09857281285909e-05,2,1
"diagnostic","Q797","Q797R10","(0) NO TO: Don",3,518,520,-1.29670110744232e-05,-4.40814918645515e-05,2.78279278859517e-05,1,2
"diagnostic","Q797","Q797R2","(0) NO TO: Hispanic or Latino",3,89,104,0.000120517397006584,-0.000104925044110439,0.000286341194696929,2,1
"diagnostic","Q797","Q797R2","(1) Hispanic or Latino",3,417,432,-3.96395089029709e-05,-8.51810358184814e-05,5.13393926483405e-07,1,2
"diagnostic","Q797","Q797R3","(0) NO TO: Black or African American",3,499,509,-2.96902106975211e-05,-6.78435558141119e-05,2.04571297520349e-05,1,2
"diagnostic","Q797","Q797R3","(1) Black or African American",3,12,22,0.000478170856576153,-0.00021947309925092,0.0013233156583681,2,1
"diagnostic","Q797","Q797R4","(0) NO TO: Asian American",3,516,519,-4.44772274350188e-05,-8.99996951300557e-05,2.60271024529908e-05,1,2
"diagnostic","Q797","Q797R5","(0) NO TO: American Indian/Native American",3,513,517,2.3150923221176e-06,-2.82427231851923e-05,1.92049282661385e-05,2,1
"diagnostic","Q797","Q797R6","(0) NO TO: Arab, Middle Eastern or North African",3,519,521,-1.30936349082931e-05,-4.41814300192008e-05,2.7958023677756e-05,1,2
"diagnostic","Q797","Q797R7","(0) NO TO: Native Hawaiian",2,521,521,-3.3683179352933e-05,-4.41814300192008e-05,-2.31849286866652e-05,0,2
"diagnostic","Q797","Q797R9","(0) NO TO: Other (Specify)",3,514,518,-1.05595548421944e-05,-4.4704789805589e-05,3.21727138566856e-05,1,2
"diagnostic","Q798","Q798R1","(0) NO TO: White",3,376,389,-1.86971271380579e-05,-3.40673096370554e-05,-1.04398850411554e-06,0,3
"diagnostic","Q798","Q798R1","(1) White",3,132,145,1.02849599813666e-05,-6.45562969711795e-05,8.7616081796893e-05,2,1
"diagnostic","Q798","Q798R10","(0) NO TO: Don",3,514,516,9.55421139931003e-06,-1.58807873447967e-05,2.56210380140689e-05,2,1
"diagnostic","Q798","Q798R2","(0) NO TO: Hispanic or Latino",3,98,106,-4.84444137998584e-05,-0.000245546245913432,0.000206095684132504,1,2
"diagnostic","Q798","Q798R2","(1) Hispanic or Latino",3,415,423,-3.49435320023187e-06,-6.028369659275e-05,2.84895246392963e-05,2,1
"diagnostic","Q798","Q798R3","(0) NO TO: Black or African American",3,495,503,-1.04157221064911e-05,-2.41461391395947e-05,4.8333944215301e-06,1,2
"diagnostic","Q798","Q798R3","(1) Black or African American",3,18,26,-4.30521484558453e-05,-0.000127529922012871,1.48645027317439e-05,1,2
"diagnostic","Q798","Q798R4","(0) NO TO: Asian American",3,519,521,-2.3862898104679e-05,-5.32879284502552e-05,5.64887312180506e-06,1,2
"diagnostic","Q798","Q798R5","(0) NO TO: American Indian/Native American",3,509,515,-5.60797274157392e-06,-4.13958534743608e-05,4.8788164414536e-05,1,2
"diagnostic","Q798","Q798R5","(1) American Indian/Native American",2,12,12,-0.000454307682408759,-0.00226551966330226,0.00135690429848474,1,1
"diagnostic","Q798","Q798R6","(0) NO TO: Arab, Middle Eastern or North African",3,517,521,-1.20113296663172e-05,-2.44664949746281e-05,4.7952497685633e-06,1,2
"diagnostic","Q798","Q798R7","(0) NO TO: Native Hawaiian",3,520,521,-1.1695002665859e-05,-2.38659742408052e-05,5.14371003611485e-06,1,2
"diagnostic","Q798","Q798R8","(0) NO TO: Not Hawaiian, but other Pacific Islander",2,520,520,-5.51727952577473e-06,-1.61541804958553e-05,5.11962144430589e-06,1,1
"diagnostic","Q798","Q798R9","(0) NO TO: Other (Specify)",3,514,517,-7.38211112663506e-06,-2.4516085679554e-05,1.34644059684656e-05,1,2
"diagnostic","Q799","Q799R1C1","0",3,36,43,-5.20461052396886e-06,-9.09417470671099e-05,4.45821405591154e-05,2,1
"diagnostic","Q799","Q799R1C1","1",3,13,18,0.000193761111900678,-0.000262658423300092,0.000609230279429579,2,1
"diagnostic","Q799","Q799R1C1","10",1,10,10,0.000186227657971252,0.000186227657971252,0.000186227657971252,1,0
"diagnostic","Q799","Q799R1C1","2",3,14,23,0.000168945659711473,-7.23012607947626e-05,0.000402128956065708,2,1
"diagnostic","Q799","Q799R1C1","3",1,15,15,-2.09142252648012e-05,-2.09142252648012e-05,-2.09142252648012e-05,0,1
"diagnostic","Q799","Q799R1C1","4",1,10,10,0.000251207755439763,0.000251207755439763,0.000251207755439763,1,0
"diagnostic","Q799","Q799R1C1","5",3,45,59,-0.000131395631401309,-0.000181908022567286,-7.22853978858602e-05,0,3
"diagnostic","Q799","Q799R1C1","Not observed / routed",3,339,355,-6.44619208967342e-05,-0.000136258440163494,-1.88180206097181e-05,0,3
"diagnostic","Q799","Q799R2C1","0",3,90,96,-5.3927161455554e-05,-9.02606692346248e-05,-2.90032517470282e-05,0,3
"diagnostic","Q799","Q799R2C1","1",3,11,14,0.000235800485513846,-0.000354469759575726,0.000849080814438677,2,1
"diagnostic","Q799","Q799R2C1","2",1,13,13,0.000740417160550753,0.000740417160550753,0.000740417160550753,1,0
"diagnostic","Q799","Q799R2C1","Not observed / routed",3,389,405,-9.50214244192776e-05,-0.00014035419319873,-5.37661945792511e-05,0,3
"diagnostic","Q799","Q799R3C1","1",2,13,15,0.000401211393348368,4.90663567652192e-05,0.000753356429931517,2,0
"diagnostic","Q799","Q799R3C1","10",3,93,97,-5.85881006434668e-05,-8.53632170014067e-05,-3.26540976538451e-05,0,3
"diagnostic","Q799","Q799R3C1","2",3,13,18,8.24186075406146e-05,-0.000583936851991421,0.000447000374731464,2,1
"diagnostic","Q799","Q799R3C1","4",2,10,12,-0.000189648561027513,-0.000279876836891491,-9.94202851635348e-05,0,2
"diagnostic","Q799","Q799R3C1","5",3,56,64,-9.34079875668528e-05,-0.00011686169938346,-5.52106778364645e-05,0,3
"diagnostic","Q799","Q799R3C1","7",1,13,13,-9.10370938733357e-05,-9.10370938733357e-05,-9.10370938733357e-05,0,1
"diagnostic","Q799","Q799R3C1","8",3,11,11,-8.61327277245626e-06,-3.11877362923326e-05,2.60635439451591e-05,1,2
"diagnostic","Q799","Q799R3C1","Not observed / routed",3,274,290,-6.64383595025814e-05,-0.000152231309871444,-8.50700171550545e-06,0,3
"diagnostic","Q799","Q799R4C1","0",3,93,102,-4.28060862319239e-05,-7.11653510479409e-05,1.81498539700223e-06,1,2
"diagnostic","Q799","Q799R4C1","1",3,10,14,0.000398474171087405,-0.000315628184539173,0.000786405817402702,2,1
"diagnostic","Q799","Q799R4C1","Not observed / routed",3,399,411,-6.37878498795703e-05,-0.00012914521250863,-1.84934829640895e-05,0,3
"diagnostic","Q799","Q799R5C1","0",3,82,92,-4.1045555481937e-05,-8.78765220333021e-05,-4.02193017120422e-06,0,3
"diagnostic","Q799","Q799R5C1","1",3,17,26,0.000266432680628983,-0.000116483529809646,0.000649948106919779,2,1
"diagnostic","Q799","Q799R5C1","Not observed / routed",3,391,404,-7.19727541571923e-05,-0.000139305689398206,-2.17446773759115e-05,0,3
