"variable","item","verified_short_label","construct","wording_source","codebook_pdf_page","source_type","appended_context","routing_notes","missingness_type","sample_system_missing","base_decision","model1","model2","model3","exclusion_note","label_review","raw_observed","measurement","questionnaire_item","questionnaire_pdf_page"
"Q171R1","Q171","Q171R1","Q171r1: Elected officials - Who looks out for your concerns?","ICPSR variable label; may be truncated",151,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R2","Q171","Q171R2","Q171r2: Religious leaders - Who looks out for your concerns?","ICPSR variable label; may be truncated",152,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R3","Q171","Q171R3","Q171r3: Community leaders - Who looks out for your concerns?","ICPSR variable label; may be truncated",152,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R4","Q171","Q171R4","Q171r4: Union or work association leaders - Who looks out for your concerns?","ICPSR variable label; may be truncated",153,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R5","Q171","Q171R5","Q171r5: A media figure - Who looks out for your concerns?","ICPSR variable label; may be truncated",153,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R6","Q171","Q171R6","Q171r6: Celebrity or artist - Who looks out for your concerns?","ICPSR variable label; may be truncated",153,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R7","Q171","Q171R7","Q171r7: Someone you know - Who looks out for your concerns?","ICPSR variable label; may be truncated",154,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R8","Q171","Q171R8","Q171r8: Other - Who looks out for your concerns?","ICPSR variable label; may be truncated",154,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R9","Q171","Q171R9","Q171r9: Can","ICPSR variable label; may be truncated",154,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q171R8OE","Q171R8OE","Q171R8OE","Q171r8oe: Who looks out for your concerns? - Other","ICPSR variable label; may be truncated",155,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Uncoded/free-text field; no text model",FALSE,FALSE,FALSE,"Uncoded/free-text field; no text model","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q172R1","Q172R1","Q172R1","Q172r1: Personally vote for or against certain candidates in an election for pub","ICPSR variable label; may be truncated",155,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q172R2","Q172R2","Q172R2","Q172r2: Personally attend a protest march or demonstration? - Did this leader or","ICPSR variable label; may be truncated",155,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q172R3","Q172R3","Q172R3","Q172r3: Personally take some other action on a political issue or in an election","ICPSR variable label; may be truncated",156,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1250,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",6478,"Original labelled categories or source type",NA,NA
"Q175R1","Q175R1","Q175R1","Q175r1: Personally vote for or against certain candidates in an election for pub","ICPSR variable label; may be truncated",156,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",832,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",11067,"Original labelled categories or source type",NA,NA
"Q175R2","Q175R2","Q175R2","Q175r2: Personally attend a protest march or demonstration? - Did anyone ever su","ICPSR variable label; may be truncated",156,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",832,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",11067,"Original labelled categories or source type",NA,NA
